Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
T1,25/01/98,Kocaelispor,Altay,0,1,A
T1,25/01/98,Vanspor,Trabzonspor,0,2,A
T1,1/2/1998,Antalyaspor,Samsunspor,1,2,A
T1,1/2/1998,Galatasaray,Kocaelispor,2,0,H
T1,1/2/1998,Gaziantepspor,Besiktas,1,1,D
T1,1/2/1998,Genclerbirligi,Sekerspor,3,0,H
T1,1/2/1998,Istanbulspor,Ankaragucu,1,1,D
T1,1/2/1998,Karabukspor,Dardanelspor,0,0,D
T1,1/2/1998,Kayseri,Bursaspor,2,1,H
T1,1/2/1998,Trabzonspor,Fenerbahce,0,0,D
T1,1/2/1998,Vanspor,Altay,0,0,D
T1,8/2/1998,Ankaragucu,Karabukspor,3,2,H
T1,8/2/1998,Antalyaspor,Trabzonspor,1,1,D
T1,8/2/1998,Besiktas,Samsunspor,0,1,A
T1,8/2/1998,Bursaspor,Istanbulspor,1,1,D
T1,8/2/1998,Dardanelspor,Genclerbirligi,1,2,A
T1,8/2/1998,Fenerbahce,Altay,2,0,H
T1,8/2/1998,Kocaelispor,Kayseri,3,1,H
T1,8/2/1998,Sekerspor,Gaziantepspor,4,3,H
T1,8/2/1998,Vanspor,Galatasaray,0,3,A
T1,15/02/98,Ankaragucu,Dardanelspor,1,0,H
T1,15/02/98,Antalyaspor,Altay,0,0,D
T1,15/02/98,Galatasaray,Fenerbahce,2,2,D
T1,15/02/98,Gaziantepspor,Genclerbirligi,1,1,D
T1,15/02/98,Istanbulspor,Kocaelispor,0,1,A
T1,15/02/98,Karabukspor,Bursaspor,2,0,H
T1,15/02/98,Samsunspor,Sekerspor,3,0,H
T1,15/02/98,Trabzonspor,Besiktas,3,1,H
T1,15/02/98,Vanspor,Kayseri,1,2,A
T1,22/02/98,Antalyaspor,Galatasaray,1,3,A
T1,22/02/98,Besiktas,Altay,0,1,A
T1,22/02/98,Bursaspor,Ankaragucu,1,0,H
T1,22/02/98,Dardanelspor,Gaziantepspor,1,0,H
T1,22/02/98,Fenerbahce,Kayseri,1,2,A
T1,22/02/98,Genclerbirligi,Samsunspor,1,1,D
T1,22/02/98,Kocaelispor,Karabukspor,2,3,A
T1,22/02/98,Sekerspor,Trabzonspor,0,2,A
T1,22/02/98,Vanspor,Istanbulspor,1,1,D
T1,1/3/1998,Altay,Sekerspor,2,0,H
T1,1/3/1998,Ankaragucu,Kocaelispor,2,0,H
T1,1/3/1998,Antalyaspor,Kayseri,2,1,H
T1,1/3/1998,Bursaspor,Dardanelspor,0,0,D
T1,1/3/1998,Galatasaray,Besiktas,3,2,H
T1,1/3/1998,Istanbulspor,Fenerbahce,0,1,A
T1,1/3/1998,Karabukspor,Vanspor,2,1,H
T1,1/3/1998,Samsunspor,Gaziantepspor,1,0,H
T1,1/3/1998,Trabzonspor,Genclerbirligi,4,5,A
T1,8/3/1998,Antalyaspor,Istanbulspor,1,3,A
T1,8/3/1998,Besiktas,Kayseri,4,1,H
T1,8/3/1998,Dardanelspor,Samsunspor,0,0,D
T1,8/3/1998,Fenerbahce,Karabukspor,2,0,H
T1,8/3/1998,Gaziantepspor,Trabzonspor,1,3,A
T1,8/3/1998,Genclerbirligi,Altay,1,3,A
T1,8/3/1998,Kocaelispor,Bursaspor,1,2,A
T1,8/3/1998,Sekerspor,Galatasaray,2,4,A
T1,8/3/1998,Vanspor,Ankaragucu,1,0,H
T1,15/03/98,Altay,Gaziantepspor,0,0,D
T1,15/03/98,Ankaragucu,Fenerbahce,0,2,A
T1,15/03/98,Antalyaspor,Karabukspor,4,0,H
T1,15/03/98,Bursaspor,Vanspor,6,0,H
T1,15/03/98,Galatasaray,Genclerbirligi,3,1,H
T1,15/03/98,Istanbulspor,Besiktas,1,2,A
T1,15/03/98,Kayseri,Sekerspor,0,1,A
T1,15/03/98,Kocaelispor,Dardanelspor,3,1,H
T1,15/03/98,Trabzonspor,Samsunspor,4,0,H
T1,22/03/98,Antalyaspor,Ankaragucu,1,1,D
T1,22/03/98,Besiktas,Karabukspor,1,0,H
T1,22/03/98,Dardanelspor,Trabzonspor,2,1,H
T1,22/03/98,Fenerbahce,Bursaspor,3,0,H
T1,22/03/98,Gaziantepspor,Galatasaray,1,1,D
T1,22/03/98,Genclerbirligi,Kayseri,2,1,H
T1,22/03/98,Samsunspor,Altay,2,3,A
T1,22/03/98,Sekerspor,Istanbulspor,0,2,A
T1,22/03/98,Vanspor,Kocaelispor,2,1,H
T1,27/03/98,Kocaelispor,Fenerbahce,2,1,H
T1,28/03/98,Altay,Trabzonspor,1,1,D
T1,28/03/98,Istanbulspor,Genclerbirligi,3,3,D
T1,29/03/98,Ankaragucu,Besiktas,2,1,H
T1,29/03/98,Antalyaspor,Bursaspor,2,2,D
T1,29/03/98,Galatasaray,Samsunspor,2,1,H
T1,29/03/98,Karabukspor,Sekerspor,1,0,H
T1,29/03/98,Kayseri,Gaziantepspor,1,0,H
T1,29/03/98,Vanspor,Dardanelspor,3,0,H
T1,3/4/1998,Antalyaspor,Kocaelispor,2,0,H
T1,4/4/1998,Besiktas,Bursaspor,1,1,D
T1,4/4/1998,Genclerbirligi,Karabukspor,2,0,H
T1,4/4/1998,Trabzonspor,Galatasaray,1,1,D
T1,5/4/1998,Dardanelspor,Altay,2,2,D
T1,5/4/1998,Fenerbahce,Vanspor,4,1,H
T1,5/4/1998,Gaziantepspor,Istanbulspor,0,0,D
T1,5/4/1998,Samsunspor,Kayseri,2,0,H
T1,5/4/1998,Sekerspor,Ankaragucu,1,1,D
T1,10/4/1998,Istanbulspor,Samsunspor,4,2,H
T1,11/4/1998,Fenerbahce,Dardanelspor,2,1,H
T1,11/4/1998,Kocaelispor,Besiktas,3,2,H
T1,12/4/1998,Ankaragucu,Genclerbirligi,2,0,H
T1,12/4/1998,Antalyaspor,Vanspor,2,0,H
T1,12/4/1998,Bursaspor,Sekerspor,0,6,A
T1,12/4/1998,Galatasaray,Altay,6,1,H
T1,12/4/1998,Karabukspor,Gaziantepspor,0,1,A
T1,12/4/1998,Kayseri,Trabzonspor,5,6,A
T1,17/04/98,Genclerbirligi,Bursaspor,1,1,D
T1,18/04/98,Altay,Kayseri,1,1,D
T1,18/04/98,Dardanelspor,Galatasaray,1,2,A
T1,18/04/98,Gaziantepspor,Ankaragucu,4,2,H
T1,18/04/98,Samsunspor,Karabukspor,0,1,A
T1,18/04/98,Sekerspor,Kocaelispor,2,1,H
T1,18/04/98,Trabzonspor,Istanbulspor,0,3,A
T1,19/04/98,Antalyaspor,Fenerbahce,1,1,D
T1,19/04/98,Besiktas,Vanspor,4,0,H
T1,25/04/98,Ankaragucu,Samsunspor,0,1,A
T1,25/04/98,Bursaspor,Gaziantepspor,1,2,A
T1,25/04/98,Dardanelspor,Antalyaspor,3,1,H
T1,25/04/98,Fenerbahce,Besiktas,2,0,H
T1,25/04/98,Galatasaray,Kayseri,5,1,H
T1,25/04/98,Istanbulspor,Altay,2,2,D
T1,25/04/98,Karabukspor,Trabzonspor,1,1,D
T1,25/04/98,Kocaelispor,Genclerbirligi,1,1,D
T1,25/04/98,Vanspor,Sekerspor,0,0,D
T1,1/5/1998,Samsunspor,Bursaspor,2,0,H
T1,2/5/1998,Genclerbirligi,Vanspor,1,2,A
T1,2/5/1998,Trabzonspor,Ankaragucu,3,1,H
T1,3/5/1998,Altay,Karabukspor,5,1,H
T1,3/5/1998,Besiktas,Antalyaspor,0,1,A
T1,3/5/1998,Galatasaray,Istanbulspor,4,1,H
T1,3/5/1998,Gaziantepspor,Kocaelispor,3,0,H
T1,3/5/1998,Kayseri,Dardanelspor,3,0,H
T1,3/5/1998,Sekerspor,Fenerbahce,1,1,D
T1,8/5/1998,Ankaragucu,Altay,2,3,A
T1,9/5/1998,Karabukspor,Galatasaray,2,3,A
T1,9/5/1998,Kocaelispor,Samsunspor,4,0,H
T1,10/5/1998,Antalyaspor,Sekerspor,3,3,D
T1,10/5/1998,Bursaspor,Trabzonspor,1,2,A
T1,10/5/1998,Dardanelspor,Besiktas,0,0,D
T1,10/5/1998,Fenerbahce,Genclerbirligi,2,1,H
T1,10/5/1998,Istanbulspor,Kayseri,1,3,A
T1,10/5/1998,Vanspor,Gaziantepspor,0,0,D
